[Header]
; Copyright (c) 2003-2013, Quantum Design, Inc. All rights reserved.
FILEOPENTIME, 1711665277.201679, 03/28/2024, 15:34:37 PM
BYAPP, MultiVuDataFile Python class
TITLE, Hallbar data
DATATYPE, COMMENT,1
DATATYPE, TIME,2
TIMEMODE, SECONDS, RELATIVE
STARTUPGROUP, All
STARTUPAXIS, X, 2, LINEAR, AUTO
[Data]
"Comment","Time Stamp (sec)","Time","Temperature","Field","Chamber Status","Resistance"
,1711666964.467966,441,5.0,-39410.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666965.690835,442,5.0,-39386.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666966.923815,443,5.0,-39362.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666968.145643,444,5.0,-39338.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666969.38197,445,5.0,-39314.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666970.602147,446,5.0,-39290.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666971.82396,447,5.0,-39266.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666973.045724,448,5.0,-39242.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666974.265462,449,5.0,-39218.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666975.486196,450,5.0,-39194.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666976.720898,451,5.0,-39170.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666977.943045,452,5.0,-39146.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666979.165134,453,5.0,-39122.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666980.386865,454,5.0,-39098.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666981.607122,455,5.0,-39074.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666982.831846,456,5.0,-39050.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666984.055858,457,5.0,-39026.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666985.277547,458,5.0,-39002.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666986.512477,459,5.0,-38978.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666987.746385,460,5.0,-38954.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666988.981115,461,5.0,-38930.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666990.202914,462,5.0,-38906.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666991.427642,463,5.0,-38882.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666992.649373,464,5.0,-38858.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666993.886069,465,5.0,-38834.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666995.108798,466,5.0,-38810.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666996.333521,467,5.0,-38786.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666997.556287,468,5.0,-38762.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666998.776374,469,5.0,-38738.0,Purged and Sealed,(50.0, 'Call was successful')
,1711666999.997457,470,5.0,-38714.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667001.230512,471,5.0,-38690.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667002.452244,472,5.0,-38666.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667003.687018,473,5.0,-38642.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667004.909747,474,5.0,-38618.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667006.13048,475,5.0,-38594.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667007.365177,476,5.0,-38570.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667008.591895,477,5.0,-38546.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667009.818614,478,5.0,-38522.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667011.04234,479,5.0,-38498.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667012.274314,480,5.0,-38474.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667013.498039,481,5.0,-38450.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667014.720354,482,5.0,-38426.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667015.954241,483,5.0,-38396.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667017.174354,484,5.0,-38372.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667018.409873,485,5.0,-38348.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667019.62985,486,5.0,-38324.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667020.84907,487,5.0,-38300.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667022.08476,488,5.0,-38276.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667023.306496,489,5.0,-38252.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667024.525241,490,5.0,-38228.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667025.745981,491,5.0,-38204.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667026.968716,492,5.0,-38180.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667028.203417,493,5.0,-38156.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667029.43911,494,5.0,-38132.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667030.659844,495,5.0,-38108.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667031.883581,496,5.0,-38084.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667033.116943,497,5.0,-38066.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667034.33755,498,5.0,-38042.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667035.558522,499,5.0,-38018.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667036.792632,500,5.0,-37994.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667038.013376,501,5.0,-37970.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667039.246431,502,5.0,-37946.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667040.468191,503,5.0,-37916.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667041.702862,504,5.0,-37892.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667042.923598,505,5.0,-37868.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667044.159827,506,5.0,-37844.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667045.381564,507,5.0,-37820.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667046.6033,508,5.0,-37796.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667047.837141,509,5.0,-37772.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667049.057644,510,5.0,-37748.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667050.293527,511,5.0,-37724.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667051.512769,512,5.0,-37700.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667052.733129,513,5.0,-37676.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667053.968039,514,5.0,-37652.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667055.189753,515,5.0,-37628.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667056.412482,516,5.0,-37604.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667057.646129,517,5.0,-37580.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667058.868081,518,5.0,-37556.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667060.102841,519,5.0,-37532.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667061.325608,520,5.0,-37508.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667062.560546,521,5.0,-37484.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667063.780697,522,5.0,-37460.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667065.016474,523,5.0,-37436.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667066.236479,524,5.0,-37412.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667067.47103,525,5.0,-37388.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667068.695851,526,5.0,-37364.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667069.928896,527,5.0,-37340.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667071.161632,528,5.0,-37316.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667072.383428,529,5.0,-37292.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667073.604166,530,5.0,-37268.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667074.824938,531,5.0,-37244.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667076.045454,532,5.0,-37220.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667077.279171,533,5.0,-37196.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667078.501945,534,5.0,-37172.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667079.729665,535,5.0,-37148.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667080.964346,536,5.0,-37124.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667082.18878,537,5.0,-37100.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667083.407083,538,5.0,-37076.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667084.639669,539,5.0,-37052.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667085.860442,540,5.0,-37028.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667087.093144,541,5.0,-37004.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667088.327911,542,5.0,-36980.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667089.549651,543,5.0,-36956.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667090.772437,544,5.0,-36932.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667092.006137,545,5.0,-36908.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667093.241831,546,5.0,-36884.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667094.463563,547,5.0,-36860.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667095.697262,548,5.0,-36836.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667096.91943,549,5.0,-36812.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667098.152412,550,5.0,-36788.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667099.378818,551,5.0,-36764.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667100.602545,552,5.0,-36740.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667101.832279,553,5.0,-36716.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667103.058998,554,5.0,-36692.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667104.281727,555,5.0,-36668.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667105.515537,556,5.0,-36644.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667106.751377,557,5.0,-36620.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667107.974424,558,5.0,-36596.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667109.198094,559,5.0,-36572.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667110.417868,560,5.0,-36548.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667111.652736,561,5.0,-36524.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667112.887374,562,5.0,-36500.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667114.119359,563,5.0,-36476.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667115.357087,564,5.0,-36452.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667116.576823,565,5.0,-36428.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667117.797249,566,5.0,-36404.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667119.030946,567,5.0,-36380.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667120.257867,568,5.0,-36356.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667121.490653,569,5.0,-36332.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667122.714407,570,5.0,-36308.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667123.949109,571,5.0,-36284.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667125.170872,572,5.0,-36260.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667126.393639,573,5.0,-36236.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667127.630325,574,5.0,-36212.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667128.848736,575,5.0,-36188.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667130.069737,576,5.0,-36164.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667131.30177,577,5.0,-36140.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667132.522042,578,5.0,-36116.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667133.755368,579,5.0,-36092.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667134.987126,580,5.0,-36068.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667136.212847,581,5.0,-36044.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667137.437578,582,5.0,-36020.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667138.672282,583,5.0,-35996.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667139.892019,584,5.0,-35972.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667141.113754,585,5.0,-35948.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667142.335489,586,5.0,-35924.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667143.555231,587,5.0,-35900.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667144.778122,588,5.0,-35876.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667146.000527,589,5.0,-35852.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667147.235386,590,5.0,-35828.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667148.456309,591,5.0,-35804.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667149.678034,592,5.0,-35780.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667150.912735,593,5.0,-35756.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667152.133501,594,5.0,-35732.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667153.355308,595,5.0,-35708.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667154.589008,596,5.0,-35684.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667155.824707,597,5.0,-35660.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667157.046439,598,5.0,-35636.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667158.28214,599,5.0,-35612.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667159.502875,600,5.0,-35588.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667160.739447,601,5.0,-35564.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667161.960402,602,5.0,-35540.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667163.195076,603,5.0,-35516.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667164.413816,604,5.0,-35492.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667165.649509,605,5.0,-35468.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667166.871311,606,5.0,-35444.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667168.107045,607,5.0,-35420.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667169.328809,608,5.0,-35396.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667170.554529,609,5.0,-35372.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667171.778255,610,5.0,-35348.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667173.000153,611,5.0,-35324.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667174.231858,612,5.0,-35300.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667175.453591,613,5.0,-35276.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667176.687766,614,5.0,-35252.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667177.920043,615,5.0,-35228.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667179.155243,616,5.0,-35204.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667180.391907,617,5.0,-35180.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667181.612151,618,5.0,-35156.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667182.845851,619,5.0,-35132.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667184.069577,620,5.0,-35108.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667185.289314,621,5.0,-35084.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667186.515035,622,5.0,-35060.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667187.743389,623,5.0,-35036.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667188.986475,624,5.0,-35012.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667190.197282,625,5.0,-34988.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667191.429013,626,5.0,-34964.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667192.656224,627,5.0,-34940.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667193.876074,628,5.0,-34916.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667195.104072,629,5.0,-34892.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667196.329498,630,5.0,-34868.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667197.554886,631,5.0,-34844.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667198.788311,632,5.0,-34820.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667200.019042,633,5.0,-34796.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667201.252029,634,5.0,-34772.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667202.476737,635,5.0,-34748.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667203.711435,636,5.0,-34724.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667204.944142,637,5.0,-34700.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667206.17918,638,5.0,-34676.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667207.401922,639,5.0,-34652.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667208.635821,640,5.0,-34628.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667209.870118,641,5.0,-34604.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667211.101877,642,5.0,-34580.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667212.324975,643,5.0,-34556.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667213.55911,644,5.0,-34532.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667214.780843,645,5.0,-34508.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667216.012554,646,5.0,-34484.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667217.237282,647,5.0,-34460.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667218.471693,648,5.0,-34436.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667219.699809,649,5.0,-34412.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667220.932395,650,5.0,-34388.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667222.158949,651,5.0,-34364.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667223.389619,652,5.0,-34340.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667224.62027,653,5.0,-34316.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667225.854846,654,5.0,-34292.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667227.088041,655,5.0,-34268.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667228.321634,656,5.0,-34250.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667229.541747,657,5.0,-34226.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667230.772919,658,5.0,-34202.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667232.006043,659,5.0,-34178.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667233.238944,660,5.0,-34154.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667234.460163,661,5.0,-34130.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667235.688947,662,5.0,-34106.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667236.912125,663,5.0,-34082.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667238.135863,664,5.0,-34058.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667239.359905,665,5.0,-34034.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667240.589953,666,5.0,-34010.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667241.821378,667,5.0,-33986.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667243.053875,668,5.0,-33962.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667244.274799,669,5.0,-33944.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667245.505027,670,5.0,-33920.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667246.73468,671,5.0,-33896.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667247.967844,672,5.0,-33872.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667249.196895,673,5.0,-33848.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667250.430827,674,5.0,-33824.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667251.657845,675,5.0,-33800.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667252.890082,676,5.0,-33776.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667254.113876,677,5.0,-33752.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667255.339055,678,5.0,-33728.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667256.572886,679,5.0,-33704.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667257.809058,680,5.0,-33680.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667259.032774,681,5.0,-33656.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667260.260326,682,5.0,-33632.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667261.49127,683,5.0,-33608.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667262.712865,684,5.0,-33584.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667263.937093,685,5.0,-33560.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667265.170865,686,5.0,-33542.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667266.391842,687,5.0,-33518.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667267.625337,688,5.0,-33494.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667268.85237,689,5.0,-33470.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667270.069973,690,5.0,-33446.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667271.298261,691,5.0,-33422.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667272.518317,692,5.0,-33398.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667273.751532,693,5.0,-33374.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667274.985042,694,5.0,-33350.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667276.217655,695,5.0,-33326.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667277.454359,696,5.0,-33302.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667278.683641,697,5.0,-33278.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667279.907176,698,5.0,-33254.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667281.123985,699,5.0,-33230.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667282.344873,700,5.0,-33206.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667283.575829,701,5.0,-33188.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667284.797865,702,5.0,-33164.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667286.026709,703,5.0,-33140.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667287.249454,704,5.0,-33116.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667288.472315,705,5.0,-33092.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667289.704097,706,5.0,-33068.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667290.938814,707,5.0,-33044.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667292.17433,708,5.0,-33020.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667293.40478,709,5.0,-32996.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667294.629819,710,5.0,-32972.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667295.856082,711,5.0,-32948.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667297.079809,712,5.0,-32924.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667298.313014,713,5.0,-32900.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667299.531794,714,5.0,-32876.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667300.764226,715,5.0,-32852.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667301.998094,716,5.0,-32828.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667303.233446,717,5.0,-32804.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667304.460908,718,5.0,-32786.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667305.694035,719,5.0,-32762.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667306.924109,720,5.0,-32738.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667308.157627,721,5.0,-32714.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667309.385677,722,5.0,-32690.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667310.618907,723,5.0,-32666.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667311.842967,724,5.0,-32642.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667313.069123,725,5.0,-32618.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667314.299515,726,5.0,-32594.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667315.530372,727,5.0,-32570.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667316.753237,728,5.0,-32546.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667317.986985,729,5.0,-32522.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667319.219676,730,5.0,-32498.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667320.454887,731,5.0,-32474.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667321.688459,732,5.0,-32450.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667322.917834,733,5.0,-32426.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667324.136981,734,5.0,-32402.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667325.372301,735,5.0,-32378.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667326.604448,736,5.0,-32360.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667327.838837,737,5.0,-32336.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667329.069854,738,5.0,-32312.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667330.303967,739,5.0,-32288.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667331.524352,740,5.0,-32264.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667332.758923,741,5.0,-32240.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667333.978919,742,5.0,-32216.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667335.202737,743,5.0,-32192.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667336.424925,744,5.0,-32168.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667337.658615,745,5.0,-32144.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667338.885931,746,5.0,-32120.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667340.111746,747,5.0,-32096.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667341.336242,748,5.0,-32072.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667342.56599,749,5.0,-32048.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667343.800783,750,5.0,-32024.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667345.037213,751,5.0,-32006.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667346.26102,752,5.0,-31982.0,Purged and Sealed,(50.0, 'Call was successful')
