[Header]
; Copyright (c) 2003-2013, Quantum Design, Inc. All rights reserved.
FILEOPENTIME, 1711665277.201679, 03/28/2024, 15:34:37 PM
BYAPP, MultiVuDataFile Python class
TITLE, Hallbar data
DATATYPE, COMMENT,1
DATATYPE, TIME,2
TIMEMODE, SECONDS, RELATIVE
STARTUPGROUP, All
STARTUPAXIS, X, 2, LINEAR, AUTO
[Data]
"Comment","Time Stamp (sec)","Time","Temperature","Field","Chamber Status","Resistance"
,1711667625.008159,979,5.0,-26612.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667626.231223,980,5.0,-26588.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667627.455826,981,5.0,-26564.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667628.683754,982,5.0,-26540.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667629.908898,983,5.0,-26522.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667631.131013,984,5.0,-26498.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667632.355993,985,5.0,-26474.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667633.589079,986,5.0,-26450.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667634.813954,987,5.0,-26426.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667636.040172,988,5.0,-26402.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667637.262259,989,5.0,-26378.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667638.493713,990,5.0,-26354.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667639.725796,991,5.0,-26330.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667640.963365,992,5.0,-26306.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667642.194664,993,5.0,-26282.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667643.441886,994,5.0,-26258.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667644.653396,995,5.0,-26234.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667645.879428,996,5.0,-26210.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667647.097317,997,5.0,-26186.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667648.325276,998,5.0,-26168.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667649.559047,999,5.0,-26138.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667650.793197,1000,5.0,-26114.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667652.024838,1001,5.0,-26090.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667653.260591,1002,5.0,-26066.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667654.494293,1003,5.0,-26042.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667655.728997,1004,5.0,-26018.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667656.953582,1005,5.0,-25994.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667658.188637,1006,5.0,-25970.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667659.411484,1007,5.0,-25946.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667660.652478,1008,5.0,-25922.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667661.871406,1009,5.0,-25898.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667663.106105,1010,5.0,-25874.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667664.32584,1011,5.0,-25850.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667665.54857,1012,5.0,-25826.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667666.768355,1013,5.0,-25802.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667668.003083,1014,5.0,-25778.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667669.22585,1015,5.0,-25754.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667670.449581,1016,5.0,-25730.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667671.670356,1017,5.0,-25706.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667672.891512,1018,5.0,-25682.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667674.111284,1019,5.0,-25658.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667675.332932,1020,5.0,-25634.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667676.55566,1021,5.0,-25610.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667677.779434,1022,5.0,-25586.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667678.999165,1023,5.0,-25562.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667680.231938,1024,5.0,-25538.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667681.467506,1025,5.0,-25514.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667682.695468,1026,5.0,-25490.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667683.915205,1027,5.0,-25466.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667685.143918,1028,5.0,-25442.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667686.382605,1029,5.0,-25418.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667687.601344,1030,5.0,-25394.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667688.830877,1031,5.0,-25370.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667690.069565,1032,5.0,-25346.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667691.299556,1033,5.0,-25316.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667692.522284,1034,5.0,-25292.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667693.757358,1035,5.0,-25268.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667694.987112,1036,5.0,-25244.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667696.212833,1037,5.0,-25220.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667697.448527,1038,5.0,-25196.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667698.665281,1039,5.0,-25172.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667699.889037,1040,5.0,-25148.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667701.125977,1041,5.0,-25124.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667702.347324,1042,5.0,-25100.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667703.568056,1043,5.0,-25076.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667704.80348,1044,5.0,-25052.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667706.038418,1045,5.0,-25028.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667707.273273,1046,5.0,-25004.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667708.496038,1047,5.0,-24980.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667709.730456,1048,5.0,-24956.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667710.955179,1049,5.0,-24932.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667712.173478,1050,5.0,-24908.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667713.399199,1051,5.0,-24884.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667714.624921,1052,5.0,-24860.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667715.857622,1053,5.0,-24836.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667717.093354,1054,5.0,-24812.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667718.326121,1055,5.0,-24788.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667719.55698,1056,5.0,-24764.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667720.788326,1057,5.0,-24740.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667722.023634,1058,5.0,-24716.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667723.25616,1059,5.0,-24692.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667724.481263,1060,5.0,-24668.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667725.704373,1061,5.0,-24644.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667726.941917,1062,5.0,-24620.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667728.162593,1063,5.0,-24596.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667729.397022,1064,5.0,-24572.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667730.629947,1065,5.0,-24548.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667731.860049,1066,5.0,-24524.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667733.094383,1067,5.0,-24500.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667734.318014,1068,5.0,-24476.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667735.550477,1069,5.0,-24458.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667736.785481,1070,5.0,-24434.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667738.01415,1071,5.0,-24410.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667739.259781,1072,5.0,-24386.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667740.47023,1073,5.0,-24362.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667741.702367,1074,5.0,-24338.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667742.933087,1075,5.0,-24314.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667744.169685,1076,5.0,-24290.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667745.395035,1077,5.0,-24266.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667746.621049,1078,5.0,-24242.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667747.851,1079,5.0,-24218.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667749.083776,1080,5.0,-24194.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667750.305114,1081,5.0,-24170.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667751.538232,1082,5.0,-24146.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667752.770422,1083,5.0,-24122.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667754.005878,1084,5.0,-24098.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667755.239132,1085,5.0,-24074.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667756.470473,1086,5.0,-24050.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667757.701134,1087,5.0,-24032.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667758.924806,1088,5.0,-24008.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667760.156938,1089,5.0,-23984.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667761.388322,1090,5.0,-23960.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667762.612708,1091,5.0,-23936.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667763.839322,1092,5.0,-23912.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667765.07039,1093,5.0,-23888.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667766.300414,1094,5.0,-23864.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667767.524493,1095,5.0,-23840.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667768.761099,1096,5.0,-23816.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667769.98332,1097,5.0,-23792.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667771.214676,1098,5.0,-23768.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667772.446622,1099,5.0,-23744.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667773.685907,1100,5.0,-23720.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667774.9032,1101,5.0,-23696.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667776.126148,1102,5.0,-23672.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667777.359156,1103,5.0,-23648.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667778.574083,1104,5.0,-23630.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667779.801014,1105,5.0,-23606.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667781.027628,1106,5.0,-23582.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667782.24917,1107,5.0,-23558.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667783.475061,1108,5.0,-23534.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667784.708251,1109,5.0,-23510.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667785.940462,1110,5.0,-23486.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667787.166524,1111,5.0,-23462.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667788.393453,1112,5.0,-23438.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667789.624175,1113,5.0,-23414.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667790.860006,1114,5.0,-23390.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667792.079242,1115,5.0,-23366.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667793.305606,1116,5.0,-23342.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667794.533253,1117,5.0,-23324.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667795.75441,1118,5.0,-23300.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667796.985074,1119,5.0,-23276.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667798.208536,1120,5.0,-23252.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667799.441484,1121,5.0,-23228.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667800.670604,1122,5.0,-23204.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667801.894984,1123,5.0,-23180.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667803.116738,1124,5.0,-23156.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667804.338802,1125,5.0,-23132.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667805.573077,1126,5.0,-23108.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667806.794852,1127,5.0,-23084.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667808.020572,1128,5.0,-23060.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667809.248346,1129,5.0,-23036.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667810.47472,1130,5.0,-23012.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667811.699221,1131,5.0,-22988.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667812.923225,1132,5.0,-22964.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667814.15211,1133,5.0,-22946.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667815.384247,1134,5.0,-22922.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667816.609307,1135,5.0,-22898.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667817.833981,1136,5.0,-22874.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667819.056981,1137,5.0,-22850.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667820.278238,1138,5.0,-22826.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667821.510368,1139,5.0,-22802.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667822.73109,1140,5.0,-22778.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667823.954938,1141,5.0,-22754.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667825.187585,1142,5.0,-22730.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667826.412491,1143,5.0,-22706.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667827.645887,1144,5.0,-22682.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667828.86377,1145,5.0,-22658.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667830.084914,1146,5.0,-22634.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667831.315321,1147,5.0,-22610.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667832.531379,1148,5.0,-22592.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667833.763349,1149,5.0,-22568.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667834.984565,1150,5.0,-22544.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667836.216785,1151,5.0,-22520.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667837.437206,1152,5.0,-22496.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667838.676796,1153,5.0,-22472.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667839.899177,1154,5.0,-22448.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667841.135026,1155,5.0,-22424.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667842.367324,1156,5.0,-22400.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667843.598716,1157,5.0,-22376.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667844.820908,1158,5.0,-22352.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667846.052347,1159,5.0,-22328.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667847.284646,1160,5.0,-22304.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667848.518171,1161,5.0,-22280.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667849.73782,1162,5.0,-22256.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667850.968703,1163,5.0,-22232.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667852.201401,1164,5.0,-22214.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667853.433338,1165,5.0,-22190.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667854.663392,1166,5.0,-22166.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667855.891205,1167,5.0,-22142.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667857.123885,1168,5.0,-22118.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667858.353141,1169,5.0,-22094.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667859.576058,1170,5.0,-22070.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667860.805288,1171,5.0,-22046.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667862.035251,1172,5.0,-22022.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667863.270528,1173,5.0,-21998.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667864.500536,1174,5.0,-21974.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667865.736496,1175,5.0,-21950.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667866.957169,1176,5.0,-21926.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667868.178215,1177,5.0,-21902.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667869.41406,1178,5.0,-21878.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667870.641156,1179,5.0,-21854.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667871.878955,1180,5.0,-21830.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667873.112225,1181,5.0,-21812.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667874.343126,1182,5.0,-21788.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667875.576057,1183,5.0,-21764.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667876.807807,1184,5.0,-21740.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667878.039552,1185,5.0,-21716.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667879.261572,1186,5.0,-21692.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667880.486914,1187,5.0,-21668.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667881.712858,1188,5.0,-21644.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667882.944421,1189,5.0,-21620.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667884.180225,1190,5.0,-21596.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667885.40111,1191,5.0,-21572.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667886.625006,1192,5.0,-21548.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667887.850683,1193,5.0,-21524.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667889.079905,1194,5.0,-21500.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667890.30673,1195,5.0,-21476.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667891.535028,1196,5.0,-21452.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667892.757347,1197,5.0,-21434.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667893.993048,1198,5.0,-21410.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667895.223727,1199,5.0,-21386.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667896.457124,1200,5.0,-21362.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667897.690134,1201,5.0,-21338.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667898.917265,1202,5.0,-21314.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667900.148086,1203,5.0,-21290.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667901.38506,1204,5.0,-21266.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667902.618539,1205,5.0,-21242.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667903.842206,1206,5.0,-21218.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667905.071656,1207,5.0,-21194.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667906.292099,1208,5.0,-21170.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667907.521524,1209,5.0,-21146.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667908.757407,1210,5.0,-21122.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667909.98723,1211,5.0,-21098.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667911.21662,1212,5.0,-21074.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667912.45399,1213,5.0,-21050.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667913.677146,1214,5.0,-21026.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667914.902978,1215,5.0,-21002.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667916.121982,1216,5.0,-20984.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667917.346957,1217,5.0,-20960.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667918.567426,1218,5.0,-20936.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667919.794867,1219,5.0,-20912.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667921.013601,1220,5.0,-20888.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667922.24225,1221,5.0,-20864.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667923.474997,1222,5.0,-20840.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667924.699233,1223,5.0,-20816.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667925.929432,1224,5.0,-20792.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667927.152261,1225,5.0,-20768.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667928.386976,1226,5.0,-20744.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667929.617294,1227,5.0,-20720.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667930.852229,1228,5.0,-20696.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667932.088539,1229,5.0,-20672.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667933.318282,1230,5.0,-20648.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667934.554111,1231,5.0,-20630.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667935.785259,1232,5.0,-20606.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667937.009145,1233,5.0,-20582.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667938.234225,1234,5.0,-20558.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667939.455877,1235,5.0,-20534.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667940.682355,1236,5.0,-20510.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667941.905897,1237,5.0,-20486.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667943.137389,1238,5.0,-20462.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667944.367838,1239,5.0,-20438.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667945.601448,1240,5.0,-20414.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667946.834191,1241,5.0,-20390.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667948.067111,1242,5.0,-20366.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667949.301247,1243,5.0,-20342.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667950.537003,1244,5.0,-20318.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667951.76874,1245,5.0,-20294.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667953.002446,1246,5.0,-20270.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667954.226504,1247,5.0,-20246.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667955.448235,1248,5.0,-20222.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667956.669967,1249,5.0,-20198.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667957.892696,1250,5.0,-20174.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667959.11343,1251,5.0,-20150.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667960.338154,1252,5.0,-20126.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667961.572206,1253,5.0,-20102.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667962.807025,1254,5.0,-20078.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667964.029641,1255,5.0,-20054.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667965.252493,1256,5.0,-20030.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667966.481096,1257,5.0,-20006.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667967.715627,1258,5.0,-19982.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667968.948448,1259,5.0,-19958.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667970.180444,1260,5.0,-19934.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667971.410403,1261,5.0,-19910.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667972.644682,1262,5.0,-19886.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667973.879307,1263,5.0,-19862.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667975.109948,1264,5.0,-19844.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667976.341806,1265,5.0,-19820.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667977.573337,1266,5.0,-19796.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667978.8087,1267,5.0,-19772.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667980.036104,1268,5.0,-19748.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667981.271685,1269,5.0,-19724.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667982.491112,1270,5.0,-19700.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667983.720616,1271,5.0,-19676.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667984.944118,1272,5.0,-19652.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667986.169892,1273,5.0,-19628.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667987.40017,1274,5.0,-19604.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667988.633393,1275,5.0,-19580.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667989.868782,1276,5.0,-19556.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667991.092247,1277,5.0,-19532.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667992.313346,1278,5.0,-19508.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667993.548244,1279,5.0,-19484.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667994.775434,1280,5.0,-19460.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667996.008467,1281,5.0,-19442.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667997.239527,1282,5.0,-19418.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667998.470532,1283,5.0,-19394.0,Purged and Sealed,(50.0, 'Call was successful')
,1711667999.700334,1284,5.0,-19370.0,Purged and Sealed,(50.0, 'Call was successful')
